subway_station_code,subway_station_name,line,external_code,cyber_station,x_coordinate,y_coordinate,x_xgs,y_xgs
2634,약수,6,633,323,502197.0,1125470.0,37.55434,127.010655
324,금호,3,334,324,503275.0,1123820.0,37.548034,127.015872
1011,옥수,K,K114,325,503850.0,1121910.0,37.540684999999996,127.01796499999999
325,옥수,3,335,325,503850.0,1121910.0,37.540684999999996,127.01796499999999
326,압구정,3,336,326,506121.0,1117883.0,37.527072,127.02846100000001
327,신사,3,337,327,504302.0,1115065.0,37.516334,127.02011399999999
328,잠원,3,338,328,502340.0,1113995.0,37.512759,127.01122
4123,고속터미널,9,923,329,500913.0,1111778.0,37.50481,127.004943
2736,고속터미널,7,734,329,500913.0,1111778.0,37.50481,127.004943
329,고속터미널,3,339,329,500913.0,1111778.0,37.50481,127.004943
223,교대,2,223,330,502900.0,1108655.0,37.493415,127.01408
330,교대,3,340,330,502900.0,1108655.0,37.493415,127.01408
331,남부터미널,3,341,331,503497.0,1106375.0,37.485013,127.01618899999998
4308,양재,S,D8,332,507387.0,1106032.0,37.484147,127.034631
332,양재,3,342,332,507387.0,1106032.0,37.484147,127.034631
333,매봉,3,343,333,510257.0,1106985.0,37.486947,127.046769
1025,도곡,B,K217,334,512105.0,1107980.0,37.490858,127.05538100000001
334,도곡,3,344,334,512105.0,1107980.0,37.490858,127.05538100000001
335,대치,3,345,335,513907.0,1108850.0,37.494612,127.06364199999999
336,학여울,3,346,336,515537.0,1109537.0,37.496663,127.070594
337,대청,3,347,337,517440.0,1108825.0,37.493514000000005,127.079532
338,일원,3,348,338,518585.0,1106192.0,37.483681,127.08438999999998
409,당고개,4,409,409,517267.0,1157807.0,37.670272,127.079066
410,상계,4,410,410,515995.0,1155000.0,37.660878000000004,127.073572
2715,노원,7,713,411,513622.0,1153612.0,37.655128000000005,127.06136799999999
411,노원,4,411,411,513622.0,1153612.0,37.655128000000005,127.06136799999999
412,창동,4,412,412,510370.0,1153032.0,37.653166,127.047731
1022,창동,1,116,412,510370.0,1153032.0,37.653166,127.047731
413,쌍문,4,413,413,507572.0,1151735.0,37.648627000000005,127.034709
414,수유,4,414,414,505477.0,1148677.0,37.638052,127.025732
415,미아,4,415,415,505667.0,1145592.0,37.626670000000004,127.02598300000001
416,미아사거리,4,416,416,506527.0,1141940.0,37.613292,127.03005300000001
417,길음,4,417,417,505320.0,1139202.0,37.603407000000004,127.025053
4711,성신여대입구,UI,951,418,503476.0,1136257.0,37.592624,127.016403
418,성신여대입구,4,418,418,503476.0,1136257.0,37.592624,127.016403
419,한성대입구,4,419,419,501130.0,1135052.0,37.588458,127.006221
420,혜화,4,420,420,500245.0,1133299.0,37.582336,127.00184399999999
424,명동,4,424,424,496773.0,1127452.0,37.560989,126.986325
425,회현,4,425,425,495072.0,1126787.0,37.558514,126.978246
427,숙대입구,4,427,427,493747.0,1122832.0,37.54456,126.97210600000001
2629,삼각지,6,628,428,493970.0,1120167.0,37.534777000000005,126.97311
428,삼각지,4,428,428,493970.0,1120167.0,37.534777000000005,126.97311
429,신용산,4,429,429,492830.0,1118597.0,37.52917,126.967894
1008,이촌,K,K111,430,494107.0,1116637.0,37.522271999999994,126.974345
430,이촌,4,430,430,494107.0,1116637.0,37.522271999999994,126.974345
4120,동작,9,920,431,495157.0,1111287.0,37.502971,126.97930600000001
431,동작,4,431,431,495157.0,1111287.0,37.502971,126.97930600000001
2738,총신대입구(이수),7,736,432,495900.0,1106635.0,37.486263,126.98198899999998
432,총신대입구(이수),4,432,432,495900.0,1106635.0,37.486263,126.98198899999998
434,남태령,4,434,434,497392.0,1100550.0,37.463873,126.989134
1002,남영,1,134,1002,493462.0,1122025.0,37.541021,126.9713
4117,노량진,9,917,1004,487327.0,1114430.0,37.514219,126.942454
1004,노량진,1,136,1004,487327.0,1114430.0,37.514219,126.942454
1005,대방,1,137,1005,483645.0,1114340.0,37.513342,126.926382
1006,영등포,1,139,1006,479375.0,1114790.0,37.515504,126.907628
1009,서빙고,K,K112,1009,497257.0,1115882.0,37.519594,126.98853700000001
1010,한남,K,K113,1010,501750.0,1118657.0,37.52943,127.009169
1012,응봉,K,K115,1012,507432.0,1124352.0,37.549946000000006,127.03453799999998
1306,회기,G,P117,1015,512662.0,1135362.0,37.589459999999995,127.05758300000001
1015,회기,1,123,1015,512662.0,1135362.0,37.589459999999995,127.05758300000001
1200,회기,K,K118,1015,512662.0,1135362.0,37.589459999999995,127.05758300000001
1016,외대앞,1,122,1016,513900.0,1137147.0,37.596073,127.063549
1017,신이문,1,121,1017,514704.0,1138814.0,37.601853999999996,127.067325
2645,석계,6,644,1018,514452.0,1142315.0,37.614805,127.065851
1018,석계,1,120,1018,514452.0,1142315.0,37.614805,127.065851
1019,광운대,1,119,1019,513467.0,1144785.0,37.623632,127.06183500000002
1308,광운대,G,P119,1019,513467.0,1144785.0,37.623632,127.06183500000002
1020,월계,1,118,1020,512815.0,1147432.0,37.633212,127.05883100000001
1021,녹천,1,117,1021,511557.0,1150497.0,37.644799,127.05126899999999
1027,개포동,B,k219,1027,514487.0,1107365.0,37.489115999999996,127.06613999999999
1028,대모산입구,B,k220,1028,515977.0,1108135.0,37.491372999999996,127.07271999999999
2821,복정,8,820,1031,527842.0,1102047.0,37.470046999999994,127.12666200000001
1031,복정,B,K222,1031,527842.0,1102047.0,37.470046999999994,127.12666200000001
1032,신길,1,138,1032,481420.0,1115205.0,37.517122,126.917169
2526,신길,5,525,1032,481420.0,1115205.0,37.517122,126.917169
1307,중랑,G,P118,1201,516572.0,1136827.0,37.594916999999995,127.07611599999998
1201,중랑,K,K119,1201,516572.0,1136827.0,37.594916999999995,127.07611599999998
1203,망우,K,K121,1203,520227.0,1138095.0,37.59955,127.09190900000002
1310,망우,G,P121,1203,520227.0,1138095.0,37.59955,127.09190900000002
1204,양원,K,K122,1204,523632.0,1140087.0,37.606596,127.107906
1205,구리,K,K123,1205,531520.0,1139097.0,37.603392,127.143869
1206,도농,K,K124,1206,535400.0,1140587.0,37.608806,127.161153
1207,양정,K,K125,1207,542752.0,1139387.0,37.60533,127.19363999999999
1208,덕소,K,K126,1208,545892.0,1134737.0,37.586781,127.208832
1209,도심,K,K127,1209,548956.0,1132632.0,37.579622,127.222672
1210,팔당,K,K128,1210,553656.0,1123632.0,37.547371000000005,127.24393899999998
1211,운길산,K,K129,1211,568456.0,1125732.0,37.554669,127.310115
1212,양수,K,K130,1212,572506.0,1123332.0,37.545981,127.329098
1213,신원,K,K131,1213,582256.0,1117732.0,37.525545,127.37292099999999
1214,국수,K,K132,1214,587806.0,1115232.0,37.516169,127.399367
1215,아신,K,K133,1215,597856.0,1114532.0,37.51382,127.443173
1216,오빈,K,K134,1216,604526.0,1112452.0,37.506062,127.473868
1217,양평(경의중앙선),K,K135,1217,608646.0,1108692.0,37.492832,127.49181399999999
1218,원덕,K,K136,1218,620686.0,1102132.0,37.468672,127.547076
1219,용문,K,K137,1219,631106.0,1105832.0,37.48223,127.594647
1251,서울(경의중앙선),K,P313,1251,493365.0,1125595.0,37.556328,126.969522
1252,신촌(경의중앙선),K,P312,1252,487020.0,1127079.0,37.559783,126.942319
1263,서강대,K,K313,1263,485615.0,1124847.0,37.551881,126.93571100000001
1265,가좌,K,K315,1265,480980.0,1129579.0,37.568490999999995,126.91548700000001
1267,수색,K,K317,1267,476820.0,1133079.0,37.580842,126.89561100000002
1268,화전,K,K318,1268,470720.0,1139079.0,37.602888,126.86838700000001
1270,행신,K,K320,1270,463270.0,1141629.0,37.612102,126.83414599999999
1271,능곡,K,K321,1271,460120.0,1143579.0,37.618808,126.820783
1272,곡산,K,K323,1272,456120.0,1150979.0,37.645676,126.80176200000001
1273,백마,K,K324,1273,454620.0,1154279.0,37.658239,126.79446100000001
1274,풍산,K,K325,1274,452620.0,1158279.0,37.672346000000005,126.786243
1275,일산,K,K326,1275,449020.0,1161080.0,37.682077,126.769846
1276,탄현,K,K327,1276,447100.0,1164280.0,37.694023,126.761086
1277,야당,K,K328,1277,,,37.712327,126.761356
1278,운정,K,K329,1278,448520.0,1173280.0,37.725826,126.767257
1279,금릉,K,K330,1279,448220.0,1180380.0,37.751321999999995,126.76534699999999
1280,금촌,K,K331,1280,450120.0,1184280.0,37.766217,126.774644
1282,월롱,K,K333,1282,454200.0,1192580.0,37.796188,126.79258700000001
1283,파주,K,K334,1283,454200.0,1197940.0,37.815298,126.79278300000001
1284,문산,K,K335,1284,453250.0,1208880.0,37.854619,126.78804699999999
1311,신내,G,P122,1311,522627.0,1141915.0,37.612887,127.103218
1312,갈매,G,P123,1312,525127.0,1147615.0,37.634118,127.11475700000001
1313,별내,G,P124,1313,528027.0,1149915.0,37.64202,127.12683999999999
1314,퇴계원,G,P125,1314,531627.0,1151565.0,37.648311,127.143952
1315,사릉,G,P126,1315,538877.0,1152465.0,37.65108,127.176933
1316,금곡,G,P127,1316,545627.0,1148565.0,37.637382,127.207853
1317,평내호평,G,P128,1317,553727.0,1153065.0,37.653225,127.24449299999999
1318,천마산,G,P129,1318,563227.0,1154365.0,37.658978000000005,127.285379
1319,마석,G,P130,1319,568527.0,1153065.0,37.652782,127.31176699999999
1320,대성리,G,P131,1320,583557.0,1161685.0,37.684071,127.379319
1321,청평,G,P132,1321,593827.0,1175965.0,37.735488000000004,127.42661000000001
1322,상천,G,P133,1322,599927.0,1185665.0,37.770246,127.454821
1323,가평,G,P134,1323,612227.0,1198065.0,37.814536,127.51073899999999
1324,굴봉산,G,P135,1324,622627.0,1202925.0,37.832066999999995,127.557695
1325,백양리,G,P136,1325,629627.0,1202665.0,37.830779,127.58933
1326,강촌,G,P137,1326,639467.0,1195735.0,37.805723,127.634146
1329,춘천,G,P140,1329,657427.0,1217865.0,37.885054,127.717023
1401,봉명,1,P170,1401,530135.0,916612.0,36.801215,127.13576299999998
1402,쌍용(나사렛대),1,P171,1402,526835.0,914512.0,36.793759,127.1214
1403,아산,1,P172,1403,523035.0,914062.0,36.792053,127.10436100000001
1404,탕정,1,P173,1404,,,,
1405,배방,1,P174,1405,511635.0,910112.0,36.777629,127.05299099999999
1407,온양온천,1,P176,1407,500535.0,910912.0,36.780483000000004,127.003249
1408,신창,1,P177,1408,489035.0,907912.0,36.769502,126.951108
1450,선바위,4,435,1450,500385.0,1097110.0,37.451673,127.002303
1451,경마공원,4,436,1451,501607.0,1094842.0,37.443884999999995,127.007888
1452,대공원,4,437,1452,501287.0,1092762.0,37.435675,127.006523
1453,과천,4,438,1453,499077.0,1091800.0,37.433021000000004,126.996568
1454,정부과천청사,4,439,1454,497615.0,1090090.0,37.426513,126.98978000000001
1455,인덕원,4,440,1455,494677.0,1083140.0,37.401553,126.97671499999998
1456,평촌,4,441,1456,491940.0,1081142.0,37.394287,126.96388300000001
1457,범계,4,442,1457,488992.0,1079953.0,37.389793,126.950806
1708,금정,1,P149,1458,487357.0,1075022.0,37.372221,126.94342900000001
1458,금정,4,443,1458,487357.0,1075022.0,37.372221,126.94342900000001
1503,삼동,KK,K412,1503,,,37.409521999999996,127.20336
1504,경기광주,KK,K413,1504,,,37.399907,127.25263000000001
1505,초월,KK,K414,1505,,,37.374419,127.29899999999999
1506,곤지암,KK,K415,1506,,,37.351315,127.34674
1507,신둔도예촌,KK,K416,1507,,,37.317184999999995,127.40476000000001
1508,이천,KK,K417,1508,,,37.265578999999995,127.44226
1509,부발,KK,K418,1509,,,37.260191999999996,127.490277
1510,세종대왕릉,KK,K419,1510,,,37.295309,127.57093799999998
1511,여주,KK,K420,1511,,,,
1701,구로,1,141,1701,473665.0,1111027.0,37.503039,126.88196599999999
2748,가산디지털단지,7,746,1702,473861.0,1105307.0,37.481072,126.88234299999999
1702,가산디지털단지,1,P142,1702,473861.0,1105307.0,37.481072,126.88234299999999
1703,금천구청,1,P144,1703,476450.0,1098232.0,37.455626,126.89398
1704,석수,1,P145,1704,478195.0,1092480.0,37.435047,126.902295
1705,관악,1,P146,1705,479698.0,1088013.0,37.419232,126.90870600000001
1706,안양,1,P147,1706,482735.0,1083190.0,37.401592,126.922874
1707,명학,1,P148,1707,485522.0,1078495.0,37.384653,126.935433
1709,군포,1,P150,1709,488327.0,1069692.0,37.353559999999995,126.948462
1710,의왕,1,P152,1710,488252.0,1060692.0,37.320852,126.948217
1712,화서,1,P154,1712,497490.0,1050557.0,37.283862,126.989627
1713,수원,1,P155,1713,499747.0,1045517.0,37.265974,126.999874
1846,수원,B,K245,1713,499747.0,1045517.0,37.265974,126.999874
1714,독산,1,P143,1714,475327.0,1101222.0,37.466613,126.88924899999999
1715,세류,1,P156,1715,502825.0,1039400.0,37.245025,127.013222
1716,병점,1,P157,1716,507147.0,1029150.0,37.207503,127.03273100000001
1717,세마,1,P158,1717,509427.0,1023707.0,37.187533,127.04318
1718,오산대,1,P159,1718,513750.0,1018710.0,37.168953,127.063197
1719,오산,1,P160,1719,514562.0,1011910.0,37.145885,127.06671999999999
1720,진위,1,P161,1720,513662.0,1002210.0,37.109446999999996,127.062278
1721,송탄,1,P162,1721,511847.0,992717.0,37.075696,127.054301
1722,서정리,1,P163,1722,511607.0,987472.0,37.056496,127.052819
1723,지제,1,P164,1723,515467.0,977022.0,37.0188,127.070444
1724,평택,1,P165,1724,518805.0,969180.0,36.990726,127.085159
1725,성환,1,P166,1725,528022.0,948422.0,36.916076000000004,127.12696399999999
1726,직산,1,P167,1726,531832.0,935982.0,36.870593,127.143904
1727,두정,1,P168,1727,533047.0,925610.0,36.833705,127.14896
1728,천안,1,P169,1728,532535.0,919162.0,36.810005,127.146826
1729,당정,1,P151,1729,488329.0,1067092.0,37.344285,126.94834499999999
1749,서동탄,1,P157-1,1749,511347.0,1026050.0,37.195504,127.051672
1750,광명,1,P144-1,1750,474465.0,1087601.0,37.416182,126.88446599999999
1751,산본,4,444,1751,484987.0,1071127.0,37.358101,126.933274
1752,대야미,4,446,1752,481462.0,1062700.0,37.328466999999996,126.917332
1753,반월,4,447,1753,478522.0,1058497.0,37.312212,126.903524
1754,상록수,4,448,1754,470314.0,1055852.0,37.302795,126.86648899999999
1755,한대앞,4,449,1755,467472.0,1057792.0,37.309689,126.85343999999999
1756,중앙,4,450,1756,464005.0,1059422.0,37.315940999999995,126.838573
1757,고잔,4,451,1757,460565.0,1059785.0,37.316777,126.823249
1758,초지,4,452,1758,456877.0,1060755.0,37.320646,126.80591299999999
1759,안산,4,453,1759,453040.0,1062570.0,37.327082,126.788532
1760,신길온천,4,454,1760,448260.0,1065560.0,37.338212,126.765844
1761,정왕,4,455,1761,442835.0,1069400.0,37.351735,126.742989
1877,오이도,SU,K250,1762,441955.0,1072345.0,37.362357,126.73871399999999
1762,오이도,4,456,1762,441955.0,1072345.0,37.362357,126.73871399999999
1763,수리산,4,445,1763,483320.0,1068927.0,37.349801,126.92536499999999
1801,개봉,1,143,1801,468537.0,1109170.0,37.494594,126.85868
1802,오류동,1,144,1802,465445.0,1108947.0,37.494526,126.84536499999999
1803,역곡,1,146,1803,458312.0,1106430.0,37.485178000000005,126.811502
1804,부천,1,148,1804,451774.0,1106150.0,37.48405,126.78268600000001
1805,송내,1,150,1805,445200.0,1107120.0,37.4876,126.75366399999999
3120,부평,I,I120,1806,438837.0,1107772.0,37.489492999999996,126.724805
1806,부평,1,152,1806,438837.0,1107772.0,37.489492999999996,126.724805
1807,백운,1,153,1807,435164.0,1105969.0,37.483664000000005,126.707704
1808,동암,1,154,1808,434192.0,1102477.0,37.471408000000004,126.702896
3218,주안,I2,I218,1809,429187.0,1100850.0,37.464940999999996,126.679923
1809,주안,1,156,1809,429187.0,1100850.0,37.464940999999996,126.679923
1810,제물포,1,158,1810,424050.0,1101375.0,37.466769,126.65666599999999
1811,동인천,1,160,1811,418562.0,1103812.0,37.475276,126.632802
1891,인천,SU,K264,1812,415080.0,1103977.0,37.476690999999995,126.61693600000001
1812,인천,1,161,1812,415080.0,1103977.0,37.476690999999995,126.61693600000001
1815,부개,1,151,1815,442407.0,1107372.0,37.488417999999996,126.74108999999999
1816,간석,1,155,1816,432214.0,1100821.0,37.464737,126.694181
1817,도원,1,159,1817,420742.0,1101893.0,37.468446,126.642706
2752,온수,7,750,1821,460825.0,1108360.0,37.492258,126.823388
1821,온수,1,145,1821,460825.0,1108360.0,37.492258,126.823388
1822,중동,1,149,1822,447750.0,1106820.0,37.486562,126.764843
1823,도화,1,157,1823,426550.0,1101115.0,37.46607,126.668672
1847,서울숲,B,K211,1847,509642.0,1122580.0,37.543617,127.044707
1848,압구정로데오,B,K212,1848,508842.0,1118080.0,37.527381,127.04053400000001
1814,소사,1,147,1814,454610.0,1105667.0,37.482753,126.79543999999999
4127,선정릉,9,927,1850,509542.0,1113380.0,37.510979999999996,127.04359299999999
1850,선정릉,B,K214,1850,509542.0,1113380.0,37.510979999999996,127.04359299999999
1851,가천대,B,K223,1851,527950.0,1096310.0,37.448605,127.126697
1852,태평,B,K224,1852,528172.0,1093737.0,37.440019,127.12770900000001
1853,모란,B,K225,1853,528402.0,1091947.0,37.43213,127.12908700000001
2827,모란,8,826,1853,528402.0,1091947.0,37.43213,127.12908700000001
1855,서현,B,K228,1855,527192.0,1078555.0,37.385126,127.12359199999999
1856,수내,B,K229,1856,525145.0,1076772.0,37.378454999999995,127.114322
4312,정자,S,D12,1857,523707.0,1073515.0,37.367059999999995,127.10810500000001
1857,정자,B,K230,1857,523707.0,1073515.0,37.367059999999995,127.10810500000001
1858,미금,B,K231,1858,523957.0,1068933.0,37.350077,127.10891000000001
1859,오리,B,K232,1859,524013.0,1065930.0,37.339824,127.108942
1502,이매,KK,K411,1860,528285.0,1081810.0,37.396104,127.12827
1860,이매,B,K227,1860,528285.0,1081810.0,37.396104,127.12827
1861,보정,B,K234,1861,523768.0,1058578.0,37.312752,127.10819599999999
1862,죽전,B,K233,1862,523610.0,1061899.0,37.324753,127.107395
1864,신갈,B,K236,1864,524500.0,1051200.0,37.286102,127.111313
4501,기흥,E,Y110,1865,525500.0,1048200.0,37.275619,127.115936
1865,기흥,B,K237,1865,525500.0,1048200.0,37.275619,127.115936
1866,상갈,B,K238,1866,524100.0,1044500.0,37.26181,127.108847
1867,청명,B,K239,1867,517500.0,1043900.0,37.259489,127.078934
1868,영통,B,K240,1868,515700.0,1041600.0,37.251568,127.071394
1869,망포,B,K241,1869,512500.0,1040000.0,37.245795,127.057353
1870,매탄권선,B,K242,1870,508800.0,1042000.0,37.252759000000005,127.040566
1871,수원시청,B,K243,1871,506500.0,1044700.0,37.261911,127.030736
1872,매교,B,K244,1872,503400.0,1045300.0,37.265481,127.01567800000001
1879,월곶,SU,K252,1879,442655.0,1080745.0,37.391769000000004,126.742699
1880,소래포구,SU,K253,1880,440955.0,1083045.0,37.40095,126.733522
1881,인천논현,SU,K254,1881,438355.0,1083045.0,37.400614000000004,126.72247800000001
1882,호구포,SU,K255,1882,435255.0,1083345.0,37.401637,126.708627
1883,남동인더스파크,SU,K256,1883,432555.0,1084945.0,37.407722,126.69521599999999
1885,연수,SU,K258,1885,428755.0,1087845.0,37.417804,126.67894
1886,송도,SU,K259,1886,424155.0,1090745.0,37.428514,126.657772
1890,신포,SU,K263,1890,,,37.468740000000004,126.623853
1901,방학,1,115,1901,509602.0,1157006.0,37.667503,127.044273
1902,도봉,1,114,1902,509890.0,1160207.0,37.679563,127.04559499999999
1903,도봉산,1,113,1903,510065.0,1163090.0,37.689313,127.046222
2712,도봉산,7,710,1903,510065.0,1163090.0,37.689313,127.046222
1904,망월사,1,112,1904,510207.0,1168925.0,37.709914000000005,127.047455
4602,회룡,U,U111,1905,510190.0,1172670.0,37.724846,127.04689499999999
1905,회룡,1,111,1905,510190.0,1172670.0,37.724846,127.04689499999999
1906,의정부,1,110,1906,509950.0,1176650.0,37.738415,127.04595800000001
1907,가능,1,109,1907,509550.0,1179510.0,37.748577000000004,127.04421299999998
1908,녹양,1,108,1908,509151.0,1182411.0,37.75938,127.04229199999999
1909,양주,1,107,1909,509651.0,1186511.0,37.774381,127.04470800000001
1910,덕계,1,106,1910,512355.0,1198910.0,37.818486,127.056486
1911,덕정,1,105,1911,513355.0,1205710.0,37.843188,127.061277
1912,지행,1,104,1912,512155.0,1219310.0,37.892334000000005,127.05571599999999
1913,동두천중앙,1,103,1913,512255.0,1222010.0,37.901885,127.056482
1914,보산,1,102,1914,512355.0,1225370.0,37.913702,127.057277
1915,동두천,1,101,1915,511905.0,1229110.0,37.927878,127.05479
1916,소요산,1,100,1916,513255.0,1235010.0,37.9481,127.061034
1951,원당,3,317,1951,465247.0,1153090.0,37.653324,126.84304099999999
1953,대곡,3,315,1953,458007.0,1147052.0,37.631626000000004,126.811024
1249,대곡,K,K322,1953,458007.0,1147052.0,37.631626000000004,126.811024
1954,백석,3,314,1954,453049.0,1150265.0,37.643114000000004,126.78787
1955,마두,3,313,1955,450765.0,1152723.0,37.652206,126.77762
1956,정발산,3,312,1956,449837.0,1154790.0,37.659477,126.77335900000001
1957,주엽,3,311,1957,447158.0,1157765.0,37.670072,126.761334
1958,대화,3,310,1958,444178.0,1159423.0,37.676087,126.747569
2511,방화,5,510,2511,458487.0,1132005.0,37.577446,126.81274099999999
2512,개화산,5,511,2512,457115.0,1130677.0,37.572399,126.80617099999999
4102,김포공항,9,902,2513,455957.0,1127820.0,37.562434,126.80105800000001
4207,김포공항,A,A05,2513,455957.0,1127820.0,37.562434,126.80105800000001
2513,김포공항,5,512,2513,455957.0,1127820.0,37.562434,126.80105800000001
2514,송정,5,513,2514,458327.0,1127585.0,37.561184000000004,126.811973
2515,마곡,5,514,2515,461137.0,1127285.0,37.560183,126.825448
2516,발산,5,515,2516,463930.0,1126865.0,37.558597999999996,126.837668
2517,우장산,5,516,2517,463575.0,1124075.0,37.548768,126.83631799999999
2518,화곡,5,517,2518,464647.0,1121977.0,37.541513,126.840461
2519,까치산,5,518,2519,466017.0,1119387.0,37.531768,126.84668300000001
260,까치산,2,234-4,2519,466017.0,1119387.0,37.531768,126.84668300000001
2520,신정,5,519,2520,467952.0,1117395.0,37.524997,126.856191
2521,목동,5,520,2521,469885.0,1117862.0,37.526065,126.864931
2522,오목교,5,521,2522,472327.0,1117257.0,37.524496,126.87518100000001
2523,양평,5,522,2523,474744.0,1117620.0,37.525648,126.885778
2527,여의도,5,526,2527,483100.0,1116530.0,37.521623999999996,126.924191
4115,여의도,9,915,2527,483100.0,1116530.0,37.521623999999996,126.924191
2528,여의나루,5,527,2528,485020.0,1118070.0,37.527097999999995,126.932901
2529,마포,5,528,2529,487855.0,1121387.0,37.539574,126.94593200000001
1292,공덕,A,A02,2530,489187.0,1122797.0,37.544018,126.95159199999999
1262,공덕,K,K312,2530,489187.0,1122797.0,37.544018,126.95159199999999
2627,공덕,6,626,2530,489187.0,1122797.0,37.544018,126.95159199999999
2530,공덕,5,529,2530,489187.0,1122797.0,37.544018,126.95159199999999
2531,애오개,5,530,2531,490233.0,1125313.0,37.553736,126.95682
2533,서대문,5,532,2533,492467.0,1128777.0,37.565773,126.966641
2534,광화문,5,533,2534,494520.0,1130442.0,37.571026,126.976669
2635,청구,6,634,2538,502872.0,1127150.0,37.560245,127.013828
2538,청구,5,537,2538,502872.0,1127150.0,37.560245,127.013828
2539,신금호,5,538,2539,504357.0,1125662.0,37.554548,127.020331
2540,행당,5,539,2540,506397.0,1126405.0,37.557322,127.029476
2542,마장,5,541,2542,509362.0,1128847.0,37.5661,127.042973
2543,답십리,5,542,2543,511330.0,1129032.0,37.566747,127.052704
2544,장한평,5,543,2544,513985.0,1127595.0,37.561440000000005,127.064623
2727,군자,7,725,2545,517395.0,1126285.0,37.557121,127.07954199999999
2545,군자,5,544,2545,517395.0,1126285.0,37.557121,127.07954199999999
2546,아차산,5,545,2546,519537.0,1125055.0,37.551691,127.08976100000001
2547,광나루,5,546,2547,522710.0,1123015.0,37.545303000000004,127.10356999999999
2812,천호,8,811,2548,527042.0,1121095.0,37.538396999999996,127.123572
2548,천호,5,547,2548,527042.0,1121095.0,37.538396999999996,127.123572
2549,강동,5,548,2549,529040.0,1120490.0,37.535804,127.132481
2550,길동,5,549,2550,530777.0,1121007.0,37.537801,127.140004
2551,굽은다리,5,550,2551,531440.0,1123127.0,37.545477000000005,127.142853
2552,명일,5,551,2552,531702.0,1124652.0,37.55137,127.143999
2553,고덕,5,552,2553,533850.0,1125845.0,37.555004,127.154151
2555,둔촌동,5,P549,2555,529927.0,1118215.0,37.527788,127.136248
2556,올림픽공원,5,P550,2556,528797.0,1115072.0,37.516078,127.130848
2557,방이,5,P551,2557,527705.0,1112922.0,37.508857,127.12613300000001
2558,오금,5,P552,2558,528137.0,1111147.0,37.502162,127.128111
342,오금,3,352,2558,528137.0,1111147.0,37.502162,127.128111
2559,개롱,5,P553,2559,529600.0,1110007.0,37.498079,127.13481999999999
2560,거여,5,P554,2560,531620.0,1108740.0,37.493105,127.14415
2561,마천,5,P555,2561,533682.0,1109147.0,37.49499,127.152781
2611,응암,6,610,2611,481137.0,1137787.0,37.598605,126.915577
2612,역촌,6,611,2612,482885.0,1139980.0,37.606021000000005,126.922744
2614,독바위,6,613,2614,485010.0,1143355.0,37.618456,126.933031
2616,구산,6,615,2616,481445.0,1141345.0,37.611377000000005,126.91727
2617,새절,6,616,2617,480680.0,1135812.0,37.591148,126.913629
2618,증산,6,617,2618,479815.0,1133702.0,37.583876000000004,126.909645
1294,디지털미디어시티,A,A04,2619,477750.0,1131825.0,37.576646000000004,126.90098400000001
2619,디지털미디어시티,6,618,2619,477750.0,1131825.0,37.576646000000004,126.90098400000001
1266,디지털미디어시티,K,K316,2619,477750.0,1131825.0,37.576646000000004,126.90098400000001
2620,월드컵경기장,6,619,2620,477497.0,1129932.0,37.569532,126.899298
2621,마포구청,6,620,2621,478397.0,1128185.0,37.563515,126.90334299999999
2622,망원,6,621,2622,479897.0,1125917.0,37.556094,126.91005200000001
2624,상수,6,623,2624,482785.0,1123665.0,37.547715999999994,126.922852
2625,광흥창,6,624,2625,484776.0,1123677.0,37.547456,126.93199299999999
2626,대흥,6,625,2626,487020.0,1123710.0,37.547771000000004,126.94206899999999
1261,효창공원앞,K,K826,2628,491425.0,1121402.0,37.539260999999996,126.96135100000001
2628,효창공원앞,6,627,2628,491425.0,1121402.0,37.539260999999996,126.96135100000001
2630,녹사평,6,629,2630,496899.0,1120133.0,37.534675,126.986695
2631,이태원,6,630,2631,498620.0,1120045.0,37.534488,126.994302
2632,한강진,6,631,2632,500155.0,1121477.0,37.539631,127.001725
2633,버티고개,6,632,2633,501220.0,1123845.0,37.548013,127.00705500000001
2638,창신,6,637,2638,503160.0,1132590.0,37.579661,127.01524099999999
4712,보문,UI,952,2639,504065.0,1134217.0,37.585285999999996,127.01938100000001
2639,보문,6,638,2639,504065.0,1134217.0,37.585285999999996,127.01938100000001
2640,안암,6,639,2640,506240.0,1134387.0,37.586271999999994,127.029005
2641,고려대,6,640,2641,507807.0,1135480.0,37.590508,127.036296
2642,월곡,6,641,2642,508970.0,1138772.0,37.601948,127.041518
2643,상월곡,6,642,2643,510502.0,1140015.0,37.606377,127.048491
2644,돌곶이,6,643,2644,512415.0,1141217.0,37.610537,127.056431
2719,태릉입구,7,717,2646,516430.0,1143262.0,37.617983,127.07512
2646,태릉입구,6,645,2646,516430.0,1143262.0,37.617983,127.07512
2647,화랑대,6,646,2647,518457.0,1143835.0,37.620064,127.08468899999998
2648,봉화산,6,647,2648,520005.0,1143042.0,37.617283,127.091401
2711,장암,7,709,2711,511532.0,1165895.0,37.700109000000005,127.053196
2713,수락산,7,711,2713,512022.0,1159800.0,37.67785,127.055315
2714,마들,7,712,2714,512587.0,1156285.0,37.66494,127.057675
2716,중계,7,714,2716,514005.0,1150745.0,37.644583000000004,127.06430300000001
